work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,SE,FT,Data Engineer,142127,USD,142127,US,100,US,M
2022,SE,FT,Data Engineer,315000,USD,315000,US,100,US,M
2022,SE,FT,Data Engineer,225000,USD,225000,US,100,US,M
2022,SE,FT,Data Scientist,243900,USD,243900,US,100,US,M
2022,SE,FT,Data Scientist,156600,USD,156600,US,100,US,M
2022,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M
2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
2022,MI,FT,Data Analyst,79000,USD,79000,US,0,US,M
2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
2022,MI,FT,Data Scientist Lead,85000,EUR,89306,AT,50,AT,L
2022,SE,FT,Data Engineer,182500,USD,182500,US,100,US,M
2022,SE,FT,Data Engineer,128500,USD,128500,US,100,US,M
2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M
2022,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M
2022,EN,FT,Data Manager,77300,USD,77300,US,100,US,M
2022,EN,FT,Data Manager,45600,USD,45600,US,100,US,M
2022,SE,FT,Data Analyst,127000,USD,127000,US,100,US,M
2022,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M
2022,SE,FT,Data Architect,210000,USD,210000,US,100,US,M
2022,SE,FT,Data Architect,136000,USD,136000,US,100,US,M
2022,SE,FT,Cloud Data Engineer,12000,EUR,12608,SK,100,SK,S
2022,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M
2022,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M
2022,SE,FT,Data Engineer,247500,USD,247500,US,0,US,M
2022,SE,FT,Data Engineer,172200,USD,172200,US,0,US,M
2022,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M
2022,SE,FT,Data Engineer,184100,USD,184100,US,0,US,M
2022,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M
2022,MI,FT,Machine Learning Engineer,90000,USD,90000,US,0,US,M
2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
2022,MI,FT,Data Scientist,100000,USD,100000,US,100,US,M
2022,MI,FT,Data Scientist,85000,USD,85000,US,100,US,M
2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M
2022,SE,FT,Data Engineer,161000,USD,161000,US,100,US,M
2022,SE,FT,Data Engineer,110000,USD,110000,US,100,US,M
2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2022,EX,FT,Head of Data,205000,USD,205000,US,0,US,M
2022,EX,FT,Head of Data,160000,USD,160000,US,0,US,M
2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
2022,EN,FT,Data Engineer,50000,GBP,61566,GB,100,GB,M
2022,EN,FT,Data Engineer,40000,GBP,49253,GB,100,GB,M
2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2022,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Engineer,220000,USD,220000,US,0,US,M
2022,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
2022,SE,FT,Data Scientist,198440,USD,198440,US,0,US,L
2022,SE,FT,Data Scientist,144000,USD,144000,US,0,US,L
2022,SE,FT,Data Engineer,240000,USD,240000,US,0,US,M
2022,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2022,SE,FT,Data Scientist,198440,USD,198440,US,0,US,M
2022,SE,FT,Data Scientist,144000,USD,144000,US,0,US,M
2022,MI,FT,Data Analyst,150000,USD,150000,US,100,US,M
2022,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
2022,MI,FT,Data Scientist,47000,GBP,57872,GB,50,GB,M
2022,EN,FT,Data Analyst,64000,USD,64000,US,100,US,L
2022,EN,FT,Data Scientist,38000,EUR,39925,FR,50,FR,L
2022,SE,FT,Machine Learning Engineer,187200,USD,187200,CA,100,CA,M
2022,SE,FT,Machine Learning Engineer,116100,USD,116100,CA,100,CA,M
2022,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
2022,SE,FT,Data Analyst,127000,USD,127000,US,0,US,M
2022,SE,FT,Data Engineer,275000,USD,275000,US,100,US,M
2022,SE,FT,Data Engineer,166000,USD,166000,US,100,US,M
2022,SE,FT,Data Scientist,159699,USD,159699,US,0,US,M
2022,SE,FT,Data Scientist,138938,USD,138938,US,0,US,M
2022,EN,FT,BI Analyst,76000,USD,76000,US,50,US,L
2022,SE,FT,Data Analyst,166700,USD,166700,US,0,US,M
2022,SE,FT,Data Analyst,119000,USD,119000,US,0,US,M
2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,SE,FT,Analytics Engineer,84000,GBP,103432,GB,0,GB,M
2022,SE,FT,Analytics Engineer,75000,GBP,92350,GB,0,GB,M
2022,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M
2022,SE,FT,Data Analyst,52500,USD,52500,US,0,US,M
2022,SE,FT,Data Engineer,236000,USD,236000,US,100,US,M
2022,SE,FT,Data Engineer,182000,USD,182000,US,100,US,M
2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2022,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2022,MI,FT,Research Engineer,240000,USD,240000,US,100,US,M
2022,EN,PT,Data Analyst,125404,USD,125404,CN,50,US,S
2022,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2022,SE,FT,Data Engineer,195000,USD,195000,US,100,US,M
2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
2022,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M
2022,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2022,SE,FT,Data Operations Analyst,123000,USD,123000,US,0,US,M
2022,SE,FT,Data Operations Analyst,92250,USD,92250,US,0,US,M
2022,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2022,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
2022,MI,FT,ML Engineer,180000,USD,180000,US,100,US,M
2022,MI,FT,ML Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Engineer,97000,USD,97000,US,100,US,M
2022,SE,FT,Data Engineer,90000,USD,90000,US,100,US,M
2022,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,210000,USD,210000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M
2022,SE,FT,Data Engineer,260000,USD,260000,US,0,US,M
2022,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M
2022,EX,FT,Analytics Engineer,210000,USD,210000,US,100,US,M
2022,EX,FT,Analytics Engineer,157000,USD,157000,US,100,US,M
2022,EN,FT,Data Scientist,180000,USD,180000,US,100,US,M
2022,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M
2022,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M
2022,MI,FT,Data Analyst,52500,USD,52500,US,0,US,M
2022,SE,FT,Data Architect,128000,USD,128000,US,0,US,M
2022,SE,FT,Data Architect,81500,USD,81500,US,0,US,M
2022,SE,FT,Data Operations Engineer,105000,USD,105000,US,0,US,M
2022,SE,FT,Data Operations Engineer,70000,USD,70000,US,0,US,M
2022,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2022,SE,FT,Data Scientist,122500,USD,122500,US,0,US,M
2022,SE,FT,Data Engineer,171000,USD,171000,US,0,US,M
2022,SE,FT,Data Engineer,117000,USD,117000,US,0,US,M
2022,SE,FT,Data Scientist,202800,USD,202800,US,0,US,L
2022,SE,FT,Data Scientist,104300,USD,104300,US,0,US,L
2022,SE,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M
2022,SE,FT,Data Analyst,35000,EUR,36773,ES,0,ES,M
2022,SE,FT,Data Engineer,197000,USD,197000,US,0,US,M
2022,SE,FT,Data Engineer,99000,USD,99000,US,0,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2022,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2022,MI,FT,Data Scientist,30000,USD,30000,MX,100,MX,L
2022,MI,FT,Analytics Engineer,78000,USD,78000,BR,100,BR,M
2022,MI,FT,Analytics Engineer,48000,USD,48000,BR,100,BR,M
2022,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2022,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
2022,MI,FT,Data Engineer,78000,USD,78000,BR,100,BR,M
2022,MI,FT,Data Engineer,42000,USD,42000,BR,100,BR,M
2022,SE,FT,Data Architect,345600,USD,345600,US,0,US,M
2022,SE,FT,Data Architect,230400,USD,230400,US,0,US,M
2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2022,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
2022,MI,FT,BI Analyst,78000,USD,78000,BR,100,BR,M
2022,MI,FT,BI Analyst,48000,USD,48000,BR,100,BR,M
2022,SE,FT,Data Analyst,175950,USD,175950,US,100,US,M
2022,SE,FT,Data Analyst,130050,USD,130050,US,100,US,M
2022,SE,FT,Data Engineer,205600,USD,205600,US,0,US,L
2022,SE,FT,Data Engineer,105700,USD,105700,US,0,US,L
2022,SE,FT,Data Analyst,236600,USD,236600,US,100,US,M
2022,SE,FT,Data Analyst,89200,USD,89200,US,100,US,M
2022,MI,FT,Data Scientist,84000,USD,84000,BR,100,BR,M
2022,MI,FT,Data Scientist,54000,USD,54000,BR,100,BR,M
2022,EN,FT,Data Scientist,80000,USD,80000,US,100,US,L
2022,SE,FT,Marketing Data Analyst,200000,USD,200000,GB,100,GB,S
2022,EN,FT,Data Scientist,96000,CAD,73742,CA,100,CA,L
2022,SE,FT,Data Science Lead,165000,USD,165000,US,50,US,S
2022,EN,FT,Data Scientist,27000,GBP,33246,GB,50,GB,L
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
2021,EN,FT,Power BI Developer,400000,INR,5409,IN,50,IN,L
2021,MI,FT,Data Engineer,100000,AUD,75050,AU,50,AU,L
2022,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M
2022,SE,FT,Data Engineer,184100,USD,184100,US,0,US,M
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2022,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2022,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2022,EN,FT,Machine Learning Engineer,108000,USD,108000,US,0,US,S
2022,SE,FT,Product Data Scientist,8000,USD,8000,IN,100,SG,L
2022,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M
2022,SE,FT,Data Scientist,38000,USD,38000,US,100,US,M
2022,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M
2022,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M
2022,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M
2022,SE,FT,Data Scientist,38000,USD,38000,US,100,US,M
2022,MI,FT,Data Engineer,90000,GBP,110820,GB,0,GB,M
2022,MI,FT,Data Engineer,75000,GBP,92350,GB,0,GB,M
2022,SE,FT,Data Scientist,153600,USD,153600,US,100,US,M
2022,SE,FT,Data Scientist,106800,USD,106800,US,100,US,M
2022,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
2022,SE,FT,Data Scientist,50000,USD,50000,US,100,US,M
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
2022,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M
2022,SE,FT,Data Scientist,38000,USD,38000,US,100,US,M
2022,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
2022,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2022,SE,FT,Data Scientist,123400,USD,123400,US,0,US,M
2022,SE,FT,Data Scientist,88100,USD,88100,US,0,US,M
2022,SE,FT,Data Scientist,120000,USD,120000,US,100,US,S
2022,SE,FT,Data Scientist,55000,USD,55000,US,100,US,S
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
2022,SE,FT,Analytics Engineer,150000,USD,150000,US,0,US,M
2022,SE,FT,Analytics Engineer,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Science Consultant,139000,USD,139000,US,0,US,M
2022,SE,FT,Data Science Consultant,122000,USD,122000,US,0,US,M
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2022,SE,FT,Data Analyst,139600,USD,139600,US,0,US,M
2022,SE,FT,Data Analyst,85700,USD,85700,US,0,US,M
2022,SE,FT,Data Engineer,185000,USD,185000,US,100,US,M
2022,SE,FT,Data Engineer,50000,USD,50000,US,100,US,M
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
2022,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2022,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2022,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M
2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
2022,MI,FT,ML Engineer,148500,USD,148500,US,100,US,L
2022,MI,FT,ML Engineer,98200,USD,98200,US,100,US,L
2022,SE,FT,Data Analyst,115000,USD,115000,US,100,US,M
2022,SE,FT,Data Analyst,95000,USD,95000,US,100,US,M
2022,SE,FT,Data Architect,225000,USD,225000,US,100,US,M
2022,SE,FT,Data Architect,66000,USD,66000,US,100,US,M
2022,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
2022,SE,FT,Data Scientist,50000,USD,50000,US,100,US,M
2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2022,MI,FT,Data Manager,134000,USD,134000,US,0,US,M
2022,MI,FT,Data Manager,98000,USD,98000,US,0,US,M
2022,MI,FT,Data Analyst,105000,USD,105000,US,0,US,M
2022,MI,FT,Data Analyst,62000,USD,62000,US,0,US,M
2022,EN,FT,BI Data Analyst,57000,USD,57000,US,100,US,L
2022,SE,FT,Big Data Engineer,210000,CAD,161311,CA,50,CA,M
2022,MI,FT,Data Scientist,144200,USD,144200,US,100,US,M
2022,MI,FT,Data Scientist,115360,USD,115360,US,100,US,M
2022,MI,FT,Data Scientist,120000,AUD,83171,AU,0,AU,L
2022,SE,FT,Principal Data Architect,3000000,INR,38154,IN,100,IN,L
2022,SE,FT,Data Engineer,70000,EUR,73546,PT,0,PT,M
2022,SE,FT,Data Engineer,40000,EUR,42026,PT,0,PT,M
2022,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M
2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
2022,SE,FT,Data Architect,180000,USD,180000,US,100,US,M
2022,SE,FT,Data Architect,160000,USD,160000,US,100,US,M
2022,MI,FT,Data Scientist,108000,USD,108000,US,50,US,L
2022,SE,FT,Machine Learning Manager,200000,USD,200000,US,100,US,M
2022,SE,FT,Machine Learning Manager,150000,USD,150000,US,100,US,M
2022,EX,FT,Data Manager,164000,CAD,125976,CA,50,CA,L
2022,SE,FT,Data Engineer,188700,USD,188700,US,100,US,M
2022,SE,FT,Data Engineer,160395,USD,160395,US,100,US,M
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
2022,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M
2022,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M
2022,SE,FT,Data Scientist,198440,USD,198440,US,100,US,M
2022,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M
2022,SE,FT,Applied Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Applied Scientist,141525,USD,141525,US,100,US,M
2022,SE,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M
2022,SE,FT,Data Analyst,35000,EUR,36773,ES,0,ES,M
2022,MI,FT,Data Scientist,72000,EUR,75648,DE,100,DE,S
2022,SE,FT,Lead Data Scientist,156868,USD,156868,US,100,US,L
2022,SE,FT,BI Analyst,200000,USD,200000,NG,100,NG,S
2022,SE,FT,Data Scientist,198440,USD,198440,US,0,US,L
2022,SE,FT,Data Scientist,144000,USD,144000,US,0,US,L
2022,SE,FT,Lead Machine Learning Engineer,66000,EUR,69344,PT,100,PT,L
2022,MI,FT,NLP Engineer,120000,CZK,5132,CZ,100,CZ,M
2022,SE,CT,Data Analyst,90000,USD,90000,US,100,US,M
2022,MI,FT,Research Scientist,120000,EUR,126080,DE,0,DE,S
2022,MI,FT,Research Scientist,80000,EUR,84053,DE,0,DE,S
2022,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M
2022,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M
2022,MI,FT,Analytics Engineer,108000,USD,108000,US,100,US,M
2022,MI,FT,Analytics Engineer,85000,USD,85000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,210000,USD,210000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M
2022,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M
2022,SE,FT,Data Engineer,132000,USD,132000,US,100,US,M
2022,SE,FT,Analytics Engineer,130000,USD,130000,US,100,US,M
2022,SE,FT,Analytics Engineer,110000,USD,110000,US,100,US,M
2022,MI,FT,BI Data Analyst,65000,AUD,45050,AU,50,AU,L
2021,EN,FT,Data Analyst,56000,AUD,42028,AU,50,AU,L
2022,MI,FT,Data Analytics Engineer,135000,USD,135000,US,100,US,L
2022,SE,FT,Data Engineer,178800,USD,178800,US,100,US,L
2022,SE,FT,Data Engineer,132100,USD,132100,US,100,US,L
2022,EN,FT,Data Analyst,20000,USD,20000,CR,50,US,M
2022,SE,FT,Machine Learning Engineer,140000,USD,140000,CA,0,CA,M
2022,SE,FT,Machine Learning Engineer,110000,USD,110000,CA,0,CA,M
2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2022,SE,FT,Data Engineer,85000,USD,85000,US,100,US,M
2022,SE,FT,ETL Developer,250000,USD,250000,US,100,US,M
2022,SE,FT,ETL Developer,63000,USD,63000,US,100,US,M
2022,EX,FT,Data Engineer,187200,USD,187200,US,100,US,M
2022,EX,FT,Data Engineer,116100,USD,116100,US,100,US,M
2022,MI,FT,Data Scientist,10000,USD,10000,TR,0,TR,M
2022,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M
2022,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M
2022,SE,FT,Data Engineer,229998,USD,229998,US,0,US,L
2022,SE,FT,Data Engineer,154545,USD,154545,US,0,US,L
2022,SE,FT,Data Scientist,215000,USD,215000,US,0,US,L
2022,SE,FT,Data Scientist,159000,USD,159000,US,0,US,L
2022,SE,FT,Data Engineer,229998,USD,229998,US,0,US,L
2022,SE,FT,Data Engineer,154545,USD,154545,US,0,US,L
2022,EN,FT,AI Scientist,50000,USD,50000,US,100,US,M
2022,SE,FT,Data Scientist Lead,183000,USD,183000,US,100,US,L
2022,SE,FT,Data Analyst,99750,USD,99750,US,100,US,M
2022,SE,FT,Data Analyst,68400,USD,68400,US,100,US,M
2022,SE,FT,Data Scientist,236900,USD,236900,US,100,US,L
2022,SE,FT,Data Scientist,159200,USD,159200,US,100,US,L
2022,SE,FT,Data Science Manager,243225,USD,243225,US,100,US,M
2022,SE,FT,Data Science Manager,179775,USD,179775,US,100,US,M
2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,210000,USD,210000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M
2022,SE,FT,Data Scientist,148000,USD,148000,US,100,US,M
2022,SE,FT,Data Scientist,128000,USD,128000,US,100,US,M
2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
2022,SE,FT,Analytics Engineer,130000,USD,130000,US,100,US,M
2022,SE,FT,Analytics Engineer,110000,USD,110000,US,100,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2022,SE,FT,Data Engineer,85000,USD,85000,US,100,US,M
2022,SE,FT,Data Scientist,218000,USD,218000,US,0,US,M
2022,SE,FT,Data Scientist,145300,USD,145300,US,0,US,M
2022,SE,FT,ML Engineer,195400,USD,195400,US,100,US,L
2022,SE,FT,ML Engineer,131300,USD,131300,US,100,US,L
2022,EN,FT,Data Specialist,105000,USD,105000,CL,100,US,L
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2022,SE,FT,Data Scientist,207000,USD,207000,US,100,US,M
2022,SE,FT,Data Scientist,153000,USD,153000,US,100,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2022,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2022,SE,FT,Machine Learning Engineer,200000,USD,200000,PR,100,PR,M
2022,SE,FT,Machine Learning Engineer,135000,USD,135000,PR,100,PR,M
2022,SE,FT,Data Scientist,207000,USD,207000,US,100,US,M
2022,SE,FT,Data Scientist,153000,USD,153000,US,100,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2022,SE,FT,Data Engineer,195700,USD,195700,US,0,US,M
2022,SE,FT,Data Engineer,130500,USD,130500,US,0,US,M
2022,SE,FT,ML Engineer,130000,USD,130000,US,100,US,M
2022,SE,FT,ML Engineer,84000,USD,84000,US,100,US,M
2022,MI,FT,Data Operations Engineer,100000,USD,100000,US,100,US,M
2022,MI,FT,Data Operations Engineer,60000,USD,60000,US,100,US,M
2022,MI,FT,Data Engineer,65000,GBP,80036,GB,100,GB,M
2022,MI,FT,Data Engineer,55000,GBP,67723,GB,100,GB,M
2022,SE,FT,Data Engineer,141300,USD,141300,US,0,US,M
2022,SE,FT,Data Engineer,102100,USD,102100,US,0,US,M
2022,SE,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M
2022,SE,FT,Data Analyst,35000,EUR,36773,ES,0,ES,M
2022,MI,FT,Business Data Analyst,150000,USD,150000,US,100,US,L
2022,MI,FT,Data Scientist,83000,GBP,102200,GB,100,GB,M
2022,EN,FT,Data Scientist,1800000,INR,22892,IN,50,IN,M
2022,SE,FT,Data Analyst,144000,USD,144000,US,100,US,M
2022,SE,FT,Data Analyst,113000,USD,113000,US,100,US,M
2022,EN,FT,AI Scientist,30000,EUR,31520,PT,100,ES,M
2022,SE,FT,Data Architect,195400,USD,195400,US,100,US,L
2022,SE,FT,Data Architect,131300,USD,131300,US,100,US,L
2022,SE,FT,Machine Learning Engineer,195400,USD,195400,US,100,US,L
2022,SE,FT,Machine Learning Engineer,131300,USD,131300,US,100,US,L
2022,SE,FT,Data Architect,195400,USD,195400,US,100,US,L
2022,SE,FT,Data Architect,131300,USD,131300,US,100,US,L
2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Engineer,80000,USD,80000,US,100,US,M
2022,EN,FT,BI Data Analyst,633000,INR,8050,IN,100,IN,M
2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2022,SE,FT,Data Engineer,85000,USD,85000,US,100,US,M
2022,SE,FT,Data Engineer,178800,USD,178800,US,100,US,L
2022,SE,FT,Data Engineer,132100,USD,132100,US,100,US,L
2022,MI,CT,NLP Engineer,60000,USD,60000,IN,100,US,S
2022,SE,FT,Machine Learning Engineer,60000,EUR,63040,FI,50,FI,S
2022,EN,FT,Business Data Analyst,50000,USD,50000,IN,100,AS,L
2022,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M
2022,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M
2022,MI,FT,Data Engineer,65000,GBP,80036,GB,100,GB,M
2022,MI,FT,Data Engineer,55000,GBP,67723,GB,100,GB,M
2022,SE,FT,Analytics Engineer,190000,USD,190000,US,100,US,M
2022,SE,FT,Analytics Engineer,140000,USD,140000,US,100,US,M
2022,MI,FT,Data Operations Engineer,100000,USD,100000,US,100,US,M
2022,MI,FT,Data Operations Engineer,60000,USD,60000,US,100,US,M
